timestamp,event,open_type,user_id
1752250204033,opened,manual,1
1751836141616,closed,,2
1752304475081,closed,,3
1752498934494,opened,auto,4
1752141991110,closed,,5
1752308210458,opened,auto,3
1752310292657,opened,auto,3
1752276666919,closed,,6
1752158089077,opened,auto,5
1752174540366,opened,auto,7
1751903461681,opened,auto,8
1752185562588,opened,manual,9
1752149417333,closed,,10
1752147744069,closed,,11
1752565444943,closed,,12
1752250448647,closed,,6
1752308784555,closed,,3
1751599973655,opened,auto,13
1751826936388,opened,manual,2
1751836139906,opened,manual,2
1752308663561,closed,,3
1752212515578,closed,,12
1752671208220,opened,auto,14
1752174297285,opened,manual,7
1753152445852,opened,auto,15
1751999904728,opened,auto,16
1752197253240,closed,,17
1751979239369,closed,,18
1752097914423,closed,,19
1751942748915,opened,manual,20
1752071173885,opened,manual,21
1751875545291,opened,auto,22
1752039702261,closed,,23
1751987476329,closed,,10
1753109661340,opened,auto,24
1752711724445,closed,,25
1752326848713,closed,,26
1752727472649,opened,manual,25
1751731001515,opened,manual,27
1751896011697,opened,auto,28
1751881876378,closed,,29
1751880173142,opened,manual,29
1752653913807,opened,manual,14
1752071281032,opened,auto,30
1752082778913,opened,auto,31
1752143147099,closed,,5
1751849544609,closed,,1
1752254692286,closed,,32
1752312889900,opened,manual,33
1752066838672,closed,,34
1752596950822,closed,,6
1751860714217,opened,auto,22
1752321480371,opened,manual,35
1751720571768,closed,,27
1751880924878,closed,,29
1751885270572,opened,manual,36
1751877689300,opened,manual,22
1752800281834,opened,manual,37
1752048471212,closed,,38
1751897593656,closed,,28
1751676451399,closed,,39
1752367670226,opened,auto,40
1752276408368,opened,auto,40
1751654487727,closed,,39
1751616846006,closed,,41
1751772875120,opened,auto,42
1752664007176,opened,auto,43
1752652941369,opened,auto,43
1752654467256,opened,auto,43
1752670213659,opened,manual,44
1752485799332,opened,auto,14
1751656141008,opened,auto,2
1751973961388,opened,auto,8
1752543381770,closed,,12
1753016150445,opened,manual,28
1752679273549,closed,,45
1751687509583,closed,,46
1752065857322,closed,,34
1752063281916,opened,manual,34
1752676957073,opened,auto,12
1752070997349,closed,,30
1752052735900,closed,,47
1752026238575,opened,manual,48
1752662297528,closed,,10
1752063281097,closed,,34
1752484241662,opened,auto,14
1753237438333,closed,,15
1753236835184,opened,auto,15
1753256524182,opened,auto,15
1752676657024,opened,auto,49
1753106844951,closed,,1
1752333957817,opened,manual,50
1752150813588,closed,,45
1753088517616,opened,auto,51
1753295336867,opened,auto,6
1753074664784,closed,,52
1753074662988,opened,manual,52
1752919305526,closed,,28
1752919294656,opened,manual,28
1752669403406,closed,,12
1753286056333,opened,manual,53
1752213331966,opened,manual,12
1752216691929,opened,auto,12
1752213332335,closed,,12
1751946327202,opened,manual,54
1752061551000,closed,,5
1751901286383,closed,,55
1752673741911,opened,auto,56
1752317879466,opened,auto,3
1751961845508,opened,auto,57
1753268387803,opened,auto,49
1752679907748,closed,,45
1752002195984,closed,,58
1752212517918,opened,manual,12
1752613596048,closed,,59
1753054587897,closed,,15
1752076514018,opened,auto,34
1752068246292,opened,auto,34
1753115137031,closed,,15
1752186859229,closed,,5
1751659284282,closed,,39
1751657393337,opened,manual,39
1751637186586,opened,manual,60
1752360745607,opened,auto,40
1752751425361,closed,,61
1752578050241,closed,,43
1752167345281,closed,,62
1752052629524,closed,,63
1752415036589,closed,,64
1752071102763,opened,auto,30
1752060231096,closed,,30
1752254684829,opened,manual,32
1752169285393,opened,manual,65
1752308638726,closed,,64
1751987471625,opened,auto,10
1751899573773,opened,auto,66
1752505486155,opened,auto,56
1752064124740,opened,manual,57
1751596255839,opened,auto,67
1751736400306,closed,,68
1751865508819,closed,,22
1752653096526,opened,manual,43
1751616022892,opened,auto,69
1753054597209,opened,manual,15
1751775342989,opened,auto,42
1751616089960,opened,manual,41
1751596721836,opened,manual,70
1751936439604,closed,,22
1751612715500,closed,,71
1752008662233,opened,auto,72
1752804006775,opened,auto,73
1752317628013,closed,,3
1752158372868,closed,,5
1753198877261,closed,,17
1752307059652,opened,auto,3
1752308080052,closed,,3
1752211781121,opened,manual,12
1752142213300,opened,auto,5
1753179951888,opened,auto,15
1752261943818,opened,auto,6
1752467272850,closed,,74
1752908490128,closed,,25
1752945948056,opened,auto,25
1752313313224,opened,manual,63
1751903900918,closed,,8
1752207290050,closed,,12
1752671208206,closed,,14
1752311357207,closed,,3
1752894035243,opened,auto,75
1752750721828,closed,,26
1752477267189,closed,,10
1751641922596,opened,manual,76
1752212498355,opened,manual,12
1752309082273,opened,auto,3
1752654034335,closed,,14
1751627064161,opened,manual,69
1752139190185,opened,auto,5
1751902631996,closed,,39
1752071201331,opened,manual,30
1752147967168,opened,auto,77
1751923740220,opened,manual,78
1751609463410,opened,auto,79
1751968103844,opened,auto,4
1751889329968,opened,auto,80
1753109201460,closed,,24
1753066054126,closed,,24
1752710686151,closed,,25
1752222485806,closed,,81
1752269256620,opened,manual,32
1752516526733,opened,auto,56
1751853368777,closed,,82
1752039623188,opened,manual,23
1751971800417,closed,,83
1752144506030,opened,manual,14
1752980168928,opened,auto,28
1752499142178,closed,,43
1753187917209,closed,,53
1752708892215,opened,auto,6
1752647863226,opened,auto,12
1753113327099,closed,,15
1752651555345,closed,,12
1753259766530,closed,,43
1753259755962,opened,auto,43
1753259642457,closed,,43
1752670216663,closed,,44
1752068541212,closed,,63
1752045361095,opened,auto,63
1752437849557,closed,,24
1752640557610,closed,,73
1752504361160,closed,,10
1752479156410,opened,auto,10
1751837670157,opened,auto,84
1752216611396,closed,,12
1752483323727,closed,,4
1752362328570,opened,manual,85
1753261699116,closed,,10
1752837289003,opened,auto,86
1752380665846,closed,,42
1751855273997,opened,auto,87
1753022048394,closed,,88
1751656665251,opened,manual,2
1753256443130,closed,,89
1752929916385,closed,,90
1752420165466,closed,,85
1751741022333,opened,auto,27
1751994748169,closed,,91
1752258007775,closed,,3
1752213449725,opened,auto,12
1752187080436,closed,,19
1752172287913,opened,auto,19
1752664995645,opened,manual,21
1753199121158,opened,auto,17
1752753748885,opened,auto,89
1751650720434,closed,,39
1752004516084,opened,auto,31
1752288824001,opened,manual,26
1751612701338,opened,auto,71
1753064456973,opened,auto,15
1752562864127,opened,auto,10
1753048193908,opened,auto,15
1752063316978,closed,,34
1752642104219,closed,,15
1752470627283,opened,manual,25
1752832506545,closed,,89
1752829490746,closed,,89
1752654610333,closed,,43
1752650364715,closed,,43
1753260741657,closed,,43
1752679960226,opened,manual,45
1751621821615,closed,,41
1751612397622,closed,,22
1751703337848,opened,manual,92
1751669494274,closed,,93
1752185633952,closed,,9
1752272458227,closed,,6
1752156336163,closed,,5
1751599983236,closed,,13
1752066476911,opened,manual,94
1751901286227,closed,,95
1752308121536,closed,,3
1752784847280,opened,manual,21
1752775639196,opened,manual,96
1752513442147,opened,manual,97
1752280505714,opened,auto,40
1753013212625,opened,manual,28
1752309021730,closed,,3
1752416374302,opened,auto,26
1751898773829,closed,,98
1753011963616,opened,auto,28
1752831872193,closed,,43
1752669461940,opened,auto,12
1752472228432,opened,auto,99
1752269254452,opened,manual,32
1751899597645,closed,,66
1752669338235,opened,auto,12
1752485861012,opened,manual,14
1752684442131,closed,,45
1751889337853,closed,,80
1751984597189,opened,auto,72
1753251511595,opened,auto,7
1751972620582,opened,manual,21
1753266237129,opened,auto,10
1752475228997,opened,auto,25
1752470341328,closed,,25
1752219529762,closed,,100
1751895189558,closed,,5
1752434731325,opened,auto,24
1751889032857,opened,auto,5
1751991587356,closed,,101
1752271275651,closed,,19
1752563044035,opened,auto,10
1753157990844,closed,,7
1752729591306,closed,,45
1752654836469,opened,auto,43
1752651101067,opened,auto,43
1753114131558,closed,,15
1752502924746,opened,manual,11
1752509952002,closed,,102
1752472126637,opened,manual,103
1753281258036,opened,manual,6
1751607525596,opened,auto,22
1752413649129,closed,,64
1751646372677,closed,,95
1753025322332,opened,auto,24
1751654089819,opened,auto,104
1752261793213,closed,,19
1752039701082,closed,,23
1752161928835,closed,,65
1752161937065,closed,,65
1752722746941,opened,auto,105
1752066602279,closed,,94
1751641921846,closed,,76
1752125662782,opened,manual,40
1752059427836,closed,,86
1752270859501,closed,,6
1752197249076,opened,manual,17
1753194342832,closed,,17
1753185237676,opened,auto,17
1752163286015,opened,manual,25
1751595233952,opened,manual,70
1751988867166,opened,auto,106
1752513444696,closed,,97
1751864065326,opened,auto,107
1752193075625,closed,,12
1752213818903,opened,auto,12
1752654033921,opened,manual,14
1752125027379,opened,manual,38
1752125063979,closed,,38
1752001627400,closed,,31
1752175961845,opened,auto,7
1751902738624,opened,auto,8
1753198786424,opened,auto,17
1753193993534,opened,auto,17
1752756639964,opened,auto,89
1752163248604,opened,auto,25
1751884172272,opened,auto,108
1752197248490,closed,,17
1753188369009,closed,,17
1752754754553,opened,auto,89
1753149579747,closed,,15
1753145960657,closed,,15
1753149041854,opened,manual,12
1752413640211,opened,manual,64
1752060230120,opened,manual,30
1752583893470,opened,auto,5
1751866904120,opened,manual,42
1753203498700,closed,,53
1753259266781,opened,auto,43
1752501663152,opened,auto,86
1752060718741,opened,auto,28
1751881825095,opened,auto,77
1752193074879,opened,manual,12
1752838385391,opened,manual,36
1753059601652,opened,manual,109
1752326768775,opened,auto,26
1752343819971,opened,manual,110
1752781811514,opened,auto,25
1752721995341,closed,,25
1752711775654,opened,auto,25
1751615614662,closed,,111
1751595232497,opened,manual,70
1752478356645,opened,auto,99
1752593312624,closed,,112
1752751418951,opened,manual,61
1751655209960,closed,,104
1751631908333,closed,,113
1751628119366,closed,,41
1752373044895,closed,,64
1751757277487,opened,manual,114
1753286628088,closed,,53
1752790311493,closed,,37
1752733981663,closed,,22
1752821492138,opened,auto,73
1751978322082,opened,manual,36
1752919305955,opened,manual,28
1753237684123,closed,,24
1753115019328,opened,auto,15
1753062752574,closed,,15
1752468285290,closed,,25
1753133504650,opened,auto,96
1753255850660,closed,,89
1752156157022,opened,manual,9
1752156413570,opened,auto,5
1752212517152,closed,,12
1752066493549,closed,,94
1752143881245,opened,auto,105
1752099395824,closed,,115
1751930948930,opened,auto,22
1751908242172,opened,auto,116
1753084263273,closed,,117
1752315821103,closed,,28
1752502927215,closed,,11
1753254398362,opened,auto,53
1753144485408,closed,,33
1752580944748,opened,manual,118
1752453612935,closed,,40
1752451360507,opened,auto,40
1752898504178,opened,manual,28
1753110518132,opened,auto,10
1751775853953,closed,,42
1752484373637,closed,,14
1752066791133,opened,auto,34
1753115235314,opened,auto,15
1753185050855,opened,auto,17
1752212516074,opened,manual,12
1751990981418,opened,auto,119
1752309579898,closed,,3
1752308871791,closed,,3
1753281269078,closed,,6
1752069078522,opened,manual,34
1752053773330,opened,auto,120
1753258120092,closed,,15
1753237291568,opened,auto,15
1752659738512,closed,,43
1753168459178,closed,,105
1752193073183,opened,manual,12
1752501671657,opened,auto,4
1752001522650,opened,auto,31
1752183741817,opened,manual,9
1751898999764,opened,manual,28
1751880522181,closed,,29
1752071730782,opened,manual,121
1751768912485,opened,auto,28
1751874464661,closed,,29
1752676846526,opened,manual,62
1751992393654,closed,,122
1752734682064,closed,,10
1752591792710,closed,,14
1752232959679,opened,auto,4
1752165912853,closed,,65
1751975917189,opened,manual,36
1752144446938,closed,,14
1752038564977,opened,auto,10
1752288829206,closed,,26
1752143084192,closed,,105
1752838948797,closed,,89
1753113310381,opened,auto,17
1752888306240,closed,,25
1752775485379,opened,auto,96
1752829960067,closed,,89
1751854236058,closed,,87
1751901372958,closed,,55
1752066452469,closed,,123
1752501551280,opened,auto,19
1752226836584,opened,manual,81
1751959622484,opened,auto,22
1751955206036,closed,,22
1752009153406,opened,auto,72
1753247346254,closed,,53
1752754237579,closed,,89
1752344488150,closed,,124
1753145138072,opened,manual,33
1753144434126,opened,manual,33
1751965183470,opened,manual,125
1752754227319,opened,auto,89
1752754660677,opened,auto,89
1752729229202,opened,auto,45
1752151254945,opened,auto,75
1752559460343,closed,,10
1751903378155,closed,,8
1751837673553,closed,,84
1752086625545,closed,,126
1752250254981,opened,auto,17
1752336110957,opened,auto,19
1753144896212,opened,manual,33
1752753658566,closed,,89
1752480767012,closed,,64
1751854259097,closed,,87
1753242883494,opened,auto,24
1752764961198,opened,auto,51
1752488457151,opened,auto,108
1752335736369,closed,,26
1752325844683,opened,auto,26
1752792049421,closed,,37
1752894710272,opened,auto,75
1751965141920,closed,,125
1753194329163,opened,auto,17
1752729588877,opened,auto,45
1752280190674,closed,,37
1753143998586,closed,,33
1751984479127,opened,manual,28
1751985799490,opened,auto,28
1752125614503,opened,manual,40
1752809674368,opened,auto,74
1752669397936,opened,auto,12
1752670006346,opened,auto,12
1752625728438,opened,auto,6
1753258993220,opened,auto,15
1752665787925,closed,,43
1752663770117,closed,,43
1753056728764,closed,,15
1752951344434,closed,,15
1752573651167,opened,auto,73
1752030994658,closed,,127
1752473932982,opened,auto,10
1751615610248,opened,auto,111
1752954804443,opened,auto,15
1751985390536,closed,,28
1751977605568,opened,manual,128
1753054335542,opened,auto,15
1752823953188,opened,auto,105
1752472169552,closed,,99
1752477909430,opened,auto,10
1752478068571,closed,,10
1752769126201,opened,manual,114
1752482596122,opened,auto,99
1752515600519,opened,auto,99
1752508787237,opened,auto,10
1752232521489,opened,manual,129
1751625155049,closed,,41
1751616808128,opened,manual,41
1751657392832,closed,,39
1751606911709,opened,manual,22
1751683110893,opened,auto,130
1753107898039,opened,auto,17
1752560414994,closed,,12
1752150557798,closed,,11
1753009553796,opened,auto,28
1752402232989,closed,,131
1752891903959,opened,auto,28
1752893799758,closed,,28
1752160384085,opened,auto,132
1752212069875,closed,,109
1752169376243,opened,manual,65
1751938277770,opened,auto,22
1752755978223,closed,,89
1752036534581,opened,auto,10
1752313181091,opened,auto,33
1752037663277,opened,auto,10
1751990100000,opened,auto,72
1752008619875,closed,,72
1751987571164,opened,auto,72
1751965143722,opened,manual,125
1753175379008,opened,auto,7
1752495993944,opened,auto,43
1752597652026,opened,auto,5
1752020872857,closed,,22
1752005194243,closed,,72
1751885280631,closed,,36
1751878335299,closed,,22
1751904067589,opened,manual,133
1751979701225,opened,auto,96
1753148689278,closed,,12
1752141078706,closed,,47
1753008628376,closed,,28
1752163293314,closed,,25
1752479439668,opened,manual,64
1752249542583,opened,auto,17
1752269809436,opened,auto,3
1752150466033,opened,manual,45
1752784686807,opened,manual,21
1752227965958,opened,manual,134
1751992759948,closed,,116
1752144507543,opened,manual,14
1752769125303,closed,,17
1752142077363,closed,,135
1752226474184,closed,,53
1751595704704,closed,,67
1752380607984,opened,manual,42
1752836694013,opened,auto,89
1752833298827,closed,,89
1752471386436,opened,auto,73
1752335242837,closed,,50
1752125730896,opened,manual,40
1752126646882,opened,auto,10
1752481356538,opened,auto,10
1752479216478,closed,,10
1752529317179,opened,auto,86
1752474473217,closed,,53
1751683727949,opened,manual,16
1751656351612,opened,manual,2
1752138492176,opened,auto,34
1752062375067,opened,manual,30
1752091211992,opened,auto,31
1752086641262,closed,,126
1752495190353,opened,manual,136
1751854844079,closed,,87
1751931468156,opened,auto,11
1751933765005,closed,,22
1752605338228,closed,,6
1751867304806,closed,,22
1751866874700,opened,manual,42
1751897182135,opened,auto,98
1753267564135,closed,,10
1752661453741,opened,auto,10
1753009502602,closed,,28
1753005374917,opened,auto,28
1751855711986,closed,,87
1751901210998,closed,,55
1752678838536,closed,,45
1751993390775,closed,,101
1751899204437,opened,manual,98
1751850223688,closed,,22
1752768583324,opened,auto,17
1752334957540,closed,,19
1751782284836,closed,,27
1751853113344,opened,manual,15
1751782202706,opened,auto,27
1752443193606,opened,auto,108
1752232591846,opened,manual,33
1752402035580,opened,manual,131
1752402079123,opened,manual,131
1752197043080,opened,auto,17
1753144462675,opened,manual,33
1752246787053,closed,,3
1752204815111,closed,,105
1751663195857,closed,,16
1751876607433,opened,manual,137
1751784211115,closed,,27
1751652068958,closed,,16
1751892602060,closed,,49
1751897775629,closed,,137
1751781740438,opened,auto,27
1752133659409,opened,manual,138
1751903808874,closed,,26
1752410342965,opened,auto,75
1752823501886,opened,manual,105
1752581358102,opened,auto,17
1752150389074,closed,,45
1751595239160,closed,,70
1752136882689,opened,auto,10
1752048712148,closed,,86
1752576697313,opened,auto,86
1752039606639,opened,manual,23
1752148941579,closed,,26
1751878050334,closed,,139
1751894897319,closed,,28
1752580187041,closed,,17
1752541279608,closed,,17
1752475140361,closed,,10
1752505743804,closed,,10
1751895711457,closed,,6
1752160331948,opened,auto,59
1751978948970,opened,manual,128
1752151473078,closed,,45
1752501392530,closed,,35
1752128940893,opened,auto,10
1752755838608,opened,auto,89
1752325055991,closed,,35
1752071734661,opened,manual,121
1752024408014,closed,,22
1751872998224,opened,auto,22
1752099394851,opened,manual,115
1751898056785,closed,,28
1752089555002,opened,auto,91
1752052587825,closed,,63
1751607772811,opened,auto,134
1751963283154,opened,manual,57
1751988683695,closed,,10
1752327035161,opened,manual,26
1752323879493,opened,auto,26
1751615659623,opened,auto,41
1752369387947,closed,,64
1751657283163,opened,manual,39
1751740548372,closed,,110
1752147194601,closed,,140
1751609158966,opened,auto,134
1751753686273,opened,auto,114
1751607370848,closed,,22
1751611982686,opened,auto,22
1753169532441,opened,auto,10
1753169915269,closed,,10
1752947759136,opened,auto,15
1752930835278,closed,,15
1752341255443,closed,,19
1752575176009,closed,,105
1751761862382,opened,auto,72
1752851830737,opened,auto,49
1752611455220,closed,,86
1751894501817,opened,auto,98
1752067326104,opened,auto,8
1751899300234,closed,,28
1751893684100,closed,,28
1753194217449,closed,,17
1751932842207,opened,auto,22
1752740387245,opened,auto,10
1751901029271,opened,auto,90
1751895678160,opened,auto,6
1751780519265,opened,manual,27
1752286295801,closed,,129
1751901130251,closed,,90
1752165793776,opened,auto,96
1753165804616,closed,,53
1752650024638,closed,,43
1752663632231,closed,,43
1752561118208,opened,auto,25
1752544964819,closed,,25
1753262497716,closed,,43
1753259542925,closed,,43
1753262326849,opened,manual,43
1751969459380,opened,auto,125
1752608394683,closed,,25
1752837811364,opened,auto,89
1753107982830,closed,,17
1753299352227,opened,auto,86
1753164369280,closed,,10
1752577002399,closed,,17
1752595360892,opened,auto,77
1752697356048,opened,auto,96
1752596589677,opened,auto,6
1751866791230,opened,manual,42
1752112216778,closed,,15
1753281873522,opened,manual,17
1753143187482,closed,,24
1752837098369,opened,auto,89
1753179287920,closed,,10
1753191539989,opened,auto,10
1752165704991,opened,manual,141
1752573371557,closed,,86
1752039606932,closed,,23
1752068679053,closed,,142
1752021579667,closed,,143
1751612769625,opened,manual,67
1753197159411,closed,,10
1753238866936,closed,,25
1752649818107,closed,,25
1752372772240,closed,,42
1751677807324,closed,,39
1752375772421,opened,manual,64
1752370263680,opened,auto,64
1752484235417,opened,auto,73
1752563581906,opened,auto,73
1753259310068,closed,,86
1752566966423,closed,,12
1752596251855,closed,,77
1752663224906,closed,,10
1752340425999,opened,auto,19
1751885330407,closed,,144
1753165152956,opened,auto,89
1752739187586,closed,,145
1751883285644,opened,auto,146
1751640187552,opened,auto,108
1752024589156,closed,,22
1752147488103,closed,,26
1751877885872,closed,,139
1752144004468,opened,manual,138
1752012129649,opened,auto,102
1752145775282,opened,auto,26
1752669302817,opened,auto,51
1752835821481,closed,,2
1752582849629,closed,,34
1751595681292,opened,auto,67
1751596260283,closed,,67
1751683121326,opened,manual,130
1752775631237,closed,,96
1752532066268,closed,,86
1752078440828,opened,auto,136
1752845073719,closed,,1
1752800409379,opened,auto,37
1752068655099,closed,,8
1753147553067,opened,auto,24
1752650859845,opened,auto,43
1752947569560,closed,,15
1752560813105,opened,auto,73
1753195953739,opened,auto,10
1752541183272,closed,,17
1752584287053,opened,auto,77
1752099423334,opened,auto,147
1752418270133,opened,auto,85
1751878435002,closed,,29
1751741181602,opened,auto,27
1752678902564,opened,manual,45
1753255839774,opened,auto,89
1752438278952,opened,auto,77
1753185257926,closed,,17
1752729636910,opened,auto,45
1753209227237,opened,manual,25
1753150050667,opened,auto,15
1752141077416,opened,manual,47
1752012645913,opened,auto,148
1752165837381,closed,,149
1752659402039,opened,auto,4
1752097912523,closed,,19
1752819265117,opened,auto,51
1751970948438,opened,auto,150
1752070812821,opened,manual,128
1752133673124,closed,,138
1751881192275,opened,auto,77
1752318428271,closed,,33
1752931758140,opened,manual,25
1752548074030,opened,manual,25
1752734454796,opened,auto,145
1752038559346,closed,,10
1752171040230,opened,auto,65
1752039216545,closed,,10
1751934825128,opened,auto,22
1751881275843,closed,,77
1752313314156,closed,,63
1752830028227,opened,auto,89
1751936192772,opened,manual,16
1753285343194,opened,manual,21
1752453253713,opened,auto,12
1752059167351,opened,auto,28
1752136374739,opened,auto,91
1752326944060,closed,,35
1752052709797,opened,manual,47
1752501720758,closed,,14
1753237431919,opened,manual,15
1752679270454,opened,auto,45
1752681481189,opened,manual,45
1752889311732,opened,manual,28
1751775432651,closed,,42
1751612047175,opened,manual,89
1751629606799,opened,manual,95
1751769649744,opened,auto,46
1751606912604,closed,,22
1752021270902,opened,auto,143
1752224001760,closed,,64
1752100728950,opened,manual,151
1752678328402,opened,manual,8
1752064935604,opened,manual,63
1751918389762,opened,auto,108
1752888061312,opened,manual,25
1752197293607,opened,manual,17
1752138307447,opened,auto,10
1752130746181,closed,,10
1753250629740,closed,,7
1752784855647,closed,,21
1752576758541,opened,manual,17
1752541177580,opened,auto,17
1752557187805,opened,auto,12
1751875489666,opened,auto,29
1752152093494,closed,,61
1751802481813,closed,,130
1751781914678,opened,manual,130
1753144483424,opened,manual,33
1752524059818,closed,,86
1751727761588,opened,manual,27
1751850849341,closed,,22
1751854968338,opened,manual,82
1752799960095,closed,,37
1751866790089,closed,,42
1751898446736,closed,,5
1753252848877,closed,,53
1753286044765,opened,auto,53
1752660126156,closed,,10
1752756435840,closed,,89
1752389799743,opened,manual,131
1752790380286,opened,manual,37
1752452256478,closed,,24
1751935303613,closed,,152
1752476767562,opened,auto,25
1751854244597,opened,auto,87
1752153227449,closed,,51
1752268943101,closed,,63
1751881720773,closed,,77
1751881705105,opened,auto,77
1752728899435,opened,auto,45
1752563021579,closed,,10
1752946674044,opened,auto,25
1752729231794,closed,,45
1752495730315,closed,,43
1752450375237,opened,auto,25
1752033588140,opened,auto,42
1752956167096,opened,manual,37
1752021469434,closed,,143
1752071145799,opened,manual,63
1752070814890,closed,,128
1752182242948,closed,,58
1751727763036,closed,,27
1751731000091,opened,manual,27
1752496572592,opened,auto,11
1752468291565,opened,manual,25
1753140619224,opened,auto,96
1751899959121,closed,,28
1751865659212,opened,auto,22
1751850664782,closed,,22
1751768577872,opened,auto,28
1753113238005,closed,,17
1752832047810,closed,,89
1751948587437,opened,auto,22
1751990365889,closed,,72
1752212227547,closed,,7
1752145806499,closed,,153
